project_id,building_id,project_type,start_date,end_date,planned_end_date,status,estimated_cost_eur,actual_cost_eur,cost_variance_percent,subsidy_amount_eur,funding_source,contractor_name,estimated_energy_savings_percent,actual_energy_savings_percent,annual_energy_savings_kwh,project_manager,procurement_method,priority_level,works_disruption_level
378,350,Remplacement des menuiseries,2025-08-06,2025-12-29,2025-11-24,Completed,1422622.03,1322659.77,-7.03,362115.36,Autofinancement,VINCI Facilities,17.22,16.12,180395.59,Alice Martin,Marché négocié,Critique,Élevé
379,61,Ventilation double flux,2025-12-21,2026-03-07,2026-02-24,Completed,244304.79,230759.97,-5.54,21116.8,Département,Léon Grosse,21.57,8.67,2217.85,Alice Martin,Marché négocié,Critique,Faible
380,300,Remplacement des menuiseries,2025-04-06,2026-01-21,2026-01-06,Completed,813058.69,934371.74,14.92,336286.02,Autofinancement,Eiffage Énergie,10.29,8.65,91828.51,Alice Martin,Marché négocié,Haute,Élevé
381,72,Isolation thermique,2022-03-25,2022-07-20,2022-06-28,Completed,171182.67,180799.01,5.62,47430.2,Autofinancement,Groupe Martin,28.24,30.31,,Sophie Bernard,MAPA,Basse,Élevé
382,179,Installation photovoltaïque,2021-05-05,2021-07-24,2021-06-26,Completed,554696.11,512513.02,-7.6,243150.56,Union européenne,VINCI Facilities,13.74,6.64,,Alice Martin,Accord-cadre,Haute,Faible
383,124,Remplacement des menuiseries,2019-04-17,2019-08-09,2019-06-18,Completed,529264.07,543298.13,2.65,82105.53,Département,Bouygues Bâtiment,19.21,22.79,131331.86,Alice Martin,Accord-cadre,Haute,Moyen
384,469,Ventilation double flux,2021-07-17,2021-09-25,2021-09-28,Completed,185662.15,214582.28,15.58,79336.49,Autofinancement,Bouygues Bâtiment,7.01,10.29,16070.15,Jean Dupont,MAPA,Moyenne,Moyen
385,487,Remplacement du chauffage,2016-03-20,2016-12-03,2016-11-11,Completed,1417896.1,1349017.61,-4.86,737544.49,Région,Eiffage Énergie,15.45,32.96,389618.28,Jean Dupont,Accord-cadre,Moyenne,Élevé
386,354,Éclairage LED,2025-03-06,,2025-07-23,In Progress,258550.64,149315.05,-42.25,24519.85,Autofinancement,Engie Solutions,4.39,,,Emma Robert,MAPA,Haute,Faible
387,14,Rénovation de toiture,2021-03-05,2021-09-18,2021-08-02,Completed,708963.71,734596.16,3.62,137903.22,Autofinancement,SPIE Building Solutions,6.76,15.67,260197.75,Sophie Bernard,MAPA,Moyenne,Élevé
388,417,Remplacement du chauffage,2015-07-24,2016-05-28,2016-04-07,Completed,568657.59,542639.0,-4.58,225426.86,ADEME,Léon Grosse,24.45,24.2,85224.54,Sophie Bernard,Accord-cadre,Haute,Élevé
389,139,Isolation thermique,2020-06-20,2021-01-25,2021-01-24,Completed,1759644.19,1838632.08,4.49,883227.64,Autofinancement,Bouygues Bâtiment,25.1,20.67,31394.82,Sophie Bernard,Appel d'offres ouvert,Moyenne,Faible
390,16,Remplacement du chauffage,2024-07-14,2025-02-06,2025-02-09,Completed,1302532.09,1363001.59,4.64,145258.92,Fonds vert,Groupe Martin,12.54,14.23,38885.01,Alice Martin,Accord-cadre,Haute,Faible
391,332,Isolation thermique,2020-06-17,2020-12-10,2020-12-06,Completed,379970.56,385050.31,1.34,195118.54,Département,Léon Grosse,31.34,22.94,15770.72,Alice Martin,MAPA,Haute,Faible
392,348,Installation photovoltaïque,2018-07-04,2018-12-25,2018-11-09,Completed,866510.27,896792.6,3.49,417585.54,ADEME,Entreprise Durand,6.7,11.94,138376.15,Alice Martin,Accord-cadre,Moyenne,Élevé
393,139,Remplacement des menuiseries,2025-04-07,,2025-12-19,In Progress,1092230.48,824906.78,-24.48,166230.19,Région,Bouygues Bâtiment,19.04,,,Karim Diallo,MAPA,Moyenne,Moyen
394,444,Installation photovoltaïque,2018-03-20,2018-06-19,2018-07-05,Completed,2114953.83,2172393.9,2.72,1090879.06,Union européenne,Bouygues Bâtiment,8.28,16.0,68607.92,Alice Martin,Appel d'offres ouvert,Moyenne,Moyen
395,88,Remplacement des menuiseries,2017-12-24,2018-10-16,2018-09-29,Completed,395919.26,365935.84,-7.57,149417.48,Union européenne,Groupe Martin,10.12,15.12,112621.49,Sophie Bernard,Marché négocié,Haute,Moyen
396,250,Éclairage LED,2019-08-01,2020-01-11,2020-01-13,Completed,335339.5,371769.75,10.86,42123.9,Union européenne,Groupe Martin,10.81,7.97,12032.26,Nicolas Leroy,MAPA,Moyenne,Moyen
397,311,Éclairage LED,2022-06-11,2022-10-06,2022-09-23,Completed,143417.11,134540.92,-6.19,4390.73,Région,Engie Solutions,6.37,4.18,14205.46,Emma Robert,Marché négocié,Critique,Faible
398,227,Isolation thermique,2025-07-12,,2026-03-26,Planned,737264.83,,,383150.2,Région,Léon Grosse,29.81,,,Emma Robert,Accord-cadre,Moyenne,Élevé
399,331,Remplacement du chauffage,2025-06-13,,2026-01-15,Planned,1295147.04,,,667139.11,Autofinancement,Entreprise Durand,23.54,,,Emma Robert,Appel d'offres ouvert,Moyenne,Élevé
400,446,Éclairage LED,2016-03-06,2016-05-22,2016-04-28,Completed,162092.2,175328.45,8.17,86003.54,Département,SPIE Building Solutions,8.28,4.64,50974.84,Alice Martin,Accord-cadre,Basse,Faible
401,398,Remplacement des menuiseries,2019-03-20,2019-04-19,2019-09-02,Cancelled,616147.97,70404.86,-88.57,16516.67,Fonds vert,Engie Solutions,10.22,,,Jean Dupont,Appel d'offres ouvert,Critique,Élevé
402,318,Isolation thermique,2025-03-08,,2025-10-05,Planned,360528.26,,,165544.36,ADEME,SPIE Building Solutions,20.77,,,Nicolas Leroy,Marché négocié,Basse,Moyen
403,444,Éclairage LED,2025-01-06,,2025-05-06,Planned,1168894.39,,,166284.83,Région,Eiffage Énergie,10.13,,,Emma Robert,Appel d'offres ouvert,Critique,Faible
404,128,Isolation thermique,2017-04-05,2018-02-13,2018-01-09,Completed,856340.49,872351.31,1.87,204215.02,Union européenne,Léon Grosse,20.89,28.7,27824.56,Nicolas Leroy,Accord-cadre,Moyenne,Élevé
405,74,Éclairage LED,2025-10-25,,2026-02-26,Planned,435874.55,,,225026.41,ADEME,Bouygues Bâtiment,6.87,,,Alice Martin,Appel d'offres ouvert,Moyenne,Moyen
406,49,Remplacement du chauffage,2025-02-09,2025-12-08,2025-11-12,Completed,781478.79,762877.39,-2.38,365947.88,Fonds vert,Eiffage Énergie,30.49,33.13,73549.6,Nicolas Leroy,Accord-cadre,Basse,Faible
407,325,Éclairage LED,2023-01-01,2023-08-23,2023-07-02,Completed,141145.04,139624.3,-1.08,28006.07,Union européenne,Bouygues Bâtiment,4.44,5.54,25223.98,Emma Robert,Marché négocié,Moyenne,Élevé
408,305,Remplacement des menuiseries,2022-03-21,2022-10-19,2022-09-09,Completed,807550.58,850064.81,5.26,315271.65,Région,SPIE Building Solutions,12.43,15.15,144662.72,Emma Robert,Appel d'offres ouvert,Critique,Faible
409,402,Éclairage LED,2025-02-08,,2025-09-05,In Progress,102468.34,56596.68,-44.77,3284.95,Union européenne,Eiffage Énergie,6.23,,,Alice Martin,MAPA,Basse,Élevé
410,283,Isolation thermique,2021-10-05,2022-06-12,2022-05-19,Completed,717422.18,781270.23,8.9,47088.43,Région,Eiffage Énergie,32.72,21.84,23202.86,Sophie Bernard,Accord-cadre,Basse,Moyen
411,319,Ventilation double flux,2025-05-23,,2025-08-05,In Progress,929059.04,471907.59,-49.21,92790.21,Autofinancement,Eiffage Énergie,19.23,,,Alice Martin,Appel d'offres ouvert,Moyenne,Moyen
412,191,Isolation thermique,2025-01-15,,2025-05-14,Planned,435405.7,,,6230.49,Fonds vert,Engie Solutions,14.79,,,Jean Dupont,Appel d'offres ouvert,Moyenne,Élevé
413,179,Isolation thermique,2023-05-02,2023-10-04,2023-09-09,Completed,318205.21,333154.1,4.7,25461.23,Union européenne,Entreprise Durand,14.48,33.47,,Nicolas Leroy,Accord-cadre,Basse,Faible
414,338,Rénovation de toiture,2025-05-03,2025-10-03,2025-08-12,Completed,432612.64,456630.7,5.55,217187.41,Département,Groupe Martin,16.29,7.67,15828.3,Sophie Bernard,Appel d'offres ouvert,Moyenne,Moyen
415,395,Rénovation de toiture,2024-10-23,2025-06-02,2025-05-04,Completed,137379.23,134788.18,-1.89,33010.94,Région,Eiffage Énergie,7.77,11.23,29799.27,Alice Martin,Appel d'offres ouvert,Moyenne,Moyen
416,337,Remplacement du chauffage,2023-01-21,2023-08-29,2023-08-25,Completed,406534.59,424341.26,4.38,218756.73,Fonds vert,Bouygues Bâtiment,12.33,35.98,92126.44,Jean Dupont,Marché négocié,Moyenne,Élevé
417,35,Remplacement du chauffage,2024-12-09,2025-08-24,2025-07-28,Completed,1405844.98,1333018.18,-5.18,478505.12,ADEME,Bouygues Bâtiment,20.89,27.78,480305.06,Alice Martin,Accord-cadre,Haute,Élevé
418,269,Rénovation de toiture,2025-01-15,,2025-06-21,In Progress,760958.36,589929.64,-22.48,63141.9,Département,Eiffage Énergie,8.94,,,Emma Robert,Appel d'offres ouvert,Basse,Moyen
419,132,Ventilation double flux,2022-10-08,2023-05-03,2023-05-12,Completed,1021021.55,998414.36,-2.21,506919.7,Autofinancement,Eiffage Énergie,11.71,12.89,77389.39,Alice Martin,Marché négocié,Moyenne,Moyen
420,391,Isolation thermique,2025-07-09,2026-03-01,2026-02-22,Completed,461346.32,485955.32,5.33,51420.12,Union européenne,Entreprise Durand,30.33,26.79,53118.82,Sophie Bernard,MAPA,Basse,Moyen
421,112,Remplacement du chauffage,2022-11-05,2023-03-23,2023-03-28,Completed,951169.8,953092.19,0.2,429975.54,Fonds vert,SPIE Building Solutions,18.89,16.4,196020.91,Emma Robert,Accord-cadre,Critique,Moyen
422,290,Rénovation de toiture,2019-06-07,2019-10-07,2019-10-25,Completed,455327.67,413417.73,-9.2,99010.89,Union européenne,VINCI Facilities,7.45,19.24,,Alice Martin,Appel d'offres ouvert,Moyenne,Élevé
423,196,Remplacement des menuiseries,2024-09-11,,2024-12-29,In Progress,378497.51,204202.56,-46.05,100231.39,Région,Bouygues Bâtiment,7.51,,,Nicolas Leroy,MAPA,Moyenne,Faible
424,359,Remplacement des menuiseries,2025-08-12,,2026-03-30,In Progress,553570.39,293458.66,-46.99,128421.81,Région,Engie Solutions,15.17,,,Sophie Bernard,Appel d'offres ouvert,Haute,Élevé
425,376,Isolation thermique,2025-02-25,,2025-11-14,In Progress,490065.14,237531.17,-51.53,37515.92,Autofinancement,Engie Solutions,29.05,,,Jean Dupont,Appel d'offres ouvert,Moyenne,Faible
426,129,Isolation thermique,2017-03-13,2017-10-13,2017-10-06,Completed,940414.5,962385.39,2.34,444335.37,Union européenne,Entreprise Durand,14.09,27.55,78692.75,Alice Martin,MAPA,Haute,Élevé
427,330,Remplacement du chauffage,2015-05-14,2015-08-10,2015-08-25,Completed,2444835.3,2483410.9,1.58,753451.97,Région,Groupe Martin,14.3,32.12,461963.57,Nicolas Leroy,Accord-cadre,Moyenne,Faible
428,89,Remplacement du chauffage,2023-12-13,2024-07-27,2024-08-11,Completed,191065.12,207971.97,8.85,51218.26,Fonds vert,SPIE Building Solutions,15.01,33.65,100597.57,Nicolas Leroy,Marché négocié,Moyenne,Moyen
429,36,Isolation thermique,2025-07-19,2025-12-18,2025-12-13,Completed,867288.66,926063.4,6.78,165365.31,Département,Eiffage Énergie,31.3,23.67,24070.2,Sophie Bernard,Appel d'offres ouvert,Haute,Élevé
430,413,Isolation thermique,2025-04-09,,2025-06-12,Planned,619213.46,,,183248.77,Autofinancement,Eiffage Énergie,25.55,,,Sophie Bernard,Accord-cadre,Haute,Faible
431,322,Isolation thermique,2025-10-01,,2026-05-07,In Progress,1022199.61,790984.89,-22.62,344847.26,Autofinancement,SPIE Building Solutions,34.9,,,Alice Martin,Appel d'offres ouvert,Haute,Élevé
432,88,Remplacement des menuiseries,2018-04-23,2018-10-10,2018-09-05,Completed,1011035.53,1158552.66,14.59,584673.8,Union européenne,Engie Solutions,18.34,11.59,86328.25,Sophie Bernard,Marché négocié,Haute,Moyen
433,123,Ventilation double flux,2023-07-10,2024-02-25,2024-02-24,Completed,1146853.14,1082158.93,-5.64,425913.13,Union européenne,Entreprise Durand,8.36,22.44,105517.39,Karim Diallo,MAPA,Basse,Moyen
434,236,Ventilation double flux,2025-03-04,,2025-10-18,Planned,1675883.17,,,692660.28,ADEME,SPIE Building Solutions,17.73,,,Emma Robert,MAPA,Basse,Élevé
435,93,Isolation thermique,2025-06-19,,2026-02-11,Planned,397038.55,,,111191.13,Département,Entreprise Durand,22.5,,,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Moyen
436,417,Isolation thermique,2022-02-19,2022-06-17,2022-05-20,Completed,515203.61,505424.97,-1.9,168159.9,Région,Bouygues Bâtiment,26.98,24.34,85717.58,Emma Robert,Marché négocié,Basse,Faible
437,367,Isolation thermique,2022-07-18,2023-04-24,2023-03-26,Completed,904939.51,991138.66,9.53,222015.86,Fonds vert,Léon Grosse,32.08,33.12,420502.14,Sophie Bernard,Marché négocié,Moyenne,Moyen
438,176,Ventilation double flux,2024-08-21,,2024-11-05,In Progress,1545187.61,1051410.19,-31.96,120310.27,Autofinancement,Léon Grosse,15.86,,,Nicolas Leroy,Marché négocié,Critique,Faible
439,41,Isolation thermique,2015-08-15,2015-09-23,2016-01-09,Cancelled,996628.68,115705.09,-88.39,6628.1,Autofinancement,Léon Grosse,16.48,,,Karim Diallo,Marché négocié,Moyenne,Élevé
440,359,Remplacement des menuiseries,2025-04-18,,2026-01-07,In Progress,478226.47,203545.94,-57.44,36742.68,ADEME,VINCI Facilities,19.15,,,Nicolas Leroy,MAPA,Moyenne,Moyen
441,210,Isolation thermique,2025-07-15,,2026-04-10,Planned,2682532.46,,,1174633.65,Fonds vert,Bouygues Bâtiment,24.81,,,Emma Robert,MAPA,Moyenne,Moyen
442,84,Rénovation de toiture,2019-05-08,2020-01-28,2020-01-05,Completed,507692.29,555402.77,9.4,42360.68,Union européenne,Eiffage Énergie,12.99,10.56,15569.89,Sophie Bernard,Appel d'offres ouvert,Haute,Faible
443,377,Installation photovoltaïque,2020-03-20,2020-08-20,2020-06-28,Completed,1973303.42,1945928.56,-1.39,371531.75,Région,Léon Grosse,13.86,9.58,,Alice Martin,MAPA,Moyenne,Faible
444,248,Remplacement du chauffage,2022-04-19,2022-07-01,2022-07-06,Completed,1049292.73,1002476.73,-4.46,301526.2,Autofinancement,Bouygues Bâtiment,14.2,16.93,231845.7,Karim Diallo,Accord-cadre,Haute,Faible
445,84,Rénovation de toiture,2023-04-06,2024-02-03,2024-01-10,Completed,419709.45,459981.32,9.6,242216.02,ADEME,Engie Solutions,14.95,7.34,10822.25,Karim Diallo,MAPA,Haute,Faible
446,20,Remplacement du chauffage,2024-03-12,2024-07-04,2024-06-14,Completed,765300.99,773656.13,1.09,254615.22,Région,SPIE Building Solutions,31.57,12.65,9101.45,Alice Martin,MAPA,Moyenne,Élevé
447,289,Remplacement du chauffage,2024-07-09,,2025-02-12,In Progress,437654.65,278842.09,-36.29,89606.66,ADEME,VINCI Facilities,29.75,,,Karim Diallo,MAPA,Haute,Faible
448,174,Isolation thermique,2025-08-12,2025-09-19,2026-01-22,Cancelled,962459.7,36204.39,-96.24,18345.93,Fonds vert,Léon Grosse,30.67,,,Emma Robert,Appel d'offres ouvert,Basse,Élevé
449,301,Remplacement des menuiseries,2025-07-03,2026-05-10,2026-03-30,Completed,1525039.32,1498444.4,-1.74,466552.01,Union européenne,VINCI Facilities,18.34,9.42,175486.83,Emma Robert,Marché négocié,Moyenne,Élevé
450,299,Éclairage LED,2022-03-25,2022-06-15,2022-05-11,Completed,465083.64,530849.98,14.14,110888.07,Département,SPIE Building Solutions,6.81,10.52,126061.62,Sophie Bernard,Appel d'offres ouvert,Moyenne,Faible
451,327,Éclairage LED,2024-06-09,,2024-10-22,In Progress,811319.24,377537.83,-53.47,14995.96,Union européenne,Groupe Martin,9.96,,,Nicolas Leroy,Marché négocié,Basse,Faible
452,228,Rénovation de toiture,2025-08-01,,2026-01-21,In Progress,848625.22,617272.16,-27.26,67271.86,Région,Bouygues Bâtiment,7.04,,,Nicolas Leroy,Marché négocié,Critique,Élevé
453,213,Remplacement des menuiseries,2015-07-24,2016-03-06,2016-01-27,Completed,430575.36,395786.74,-8.08,165303.02,Union européenne,Bouygues Bâtiment,17.83,10.1,40437.22,Emma Robert,Appel d'offres ouvert,Haute,Faible
454,472,Remplacement des menuiseries,2019-02-22,2019-10-09,2019-10-27,Completed,1211125.89,1096277.47,-9.48,205101.51,ADEME,Engie Solutions,7.81,10.43,87269.83,Emma Robert,Accord-cadre,Moyenne,Moyen
455,404,Isolation thermique,2025-03-22,,2025-08-04,In Progress,511848.88,268033.32,-47.63,95271.98,Autofinancement,Bouygues Bâtiment,31.69,,,Jean Dupont,Appel d'offres ouvert,Haute,Élevé
456,462,Rénovation de toiture,2025-03-04,,2025-06-05,Planned,146122.96,,,72770.78,Département,Bouygues Bâtiment,15.59,,,Jean Dupont,MAPA,Haute,Faible
457,453,Isolation thermique,2019-08-23,2020-02-11,2020-02-27,Completed,291725.27,332556.39,14.0,67969.64,Département,Bouygues Bâtiment,33.04,12.45,21315.74,Jean Dupont,Appel d'offres ouvert,Moyenne,Moyen
458,79,Remplacement des menuiseries,2025-01-04,2025-07-24,2025-06-01,Completed,108472.43,121594.83,12.1,32701.53,Autofinancement,Bouygues Bâtiment,13.7,12.91,11800.58,Jean Dupont,Accord-cadre,Moyenne,Faible
459,161,Éclairage LED,2019-03-01,2019-10-18,2019-11-04,Completed,633634.84,580935.03,-8.32,162180.41,Fonds vert,Engie Solutions,9.67,7.87,83488.94,Emma Robert,Appel d'offres ouvert,Haute,Élevé
460,334,Isolation thermique,2025-03-07,2025-09-28,2025-10-04,Completed,307561.85,306453.9,-0.36,107489.32,Autofinancement,Bouygues Bâtiment,16.13,16.49,9395.31,Emma Robert,Marché négocié,Haute,Élevé
461,154,Remplacement des menuiseries,2015-08-21,2015-11-22,2015-10-19,Completed,1055516.45,1055361.98,-0.01,82893.85,Union européenne,SPIE Building Solutions,15.99,14.68,39530.09,Jean Dupont,Marché négocié,Moyenne,Moyen
462,320,Isolation thermique,2024-09-05,2024-11-10,2024-12-09,Cancelled,2922599.85,102078.98,-96.51,8422.41,Union européenne,Groupe Martin,14.08,,,Nicolas Leroy,Accord-cadre,Moyenne,Élevé
463,122,Remplacement des menuiseries,2025-01-21,2025-07-05,2025-07-04,Completed,800657.6,725414.51,-9.4,44321.8,Région,Groupe Martin,17.74,16.03,50409.88,Jean Dupont,Marché négocié,Haute,Moyen
464,183,Rénovation de toiture,2015-11-10,2015-11-23,2016-06-26,Cancelled,579997.6,12573.53,-97.83,1598.38,Fonds vert,Léon Grosse,8.58,,,Sophie Bernard,Marché négocié,Moyenne,Moyen
465,45,Éclairage LED,2018-01-08,2018-04-14,2018-03-15,Completed,249435.86,248677.1,-0.3,130941.48,Région,VINCI Facilities,7.17,8.07,35367.99,Sophie Bernard,Appel d'offres ouvert,Haute,Moyen
466,420,Rénovation de toiture,2025-05-24,,2025-08-18,Planned,192695.31,,,8405.78,Autofinancement,SPIE Building Solutions,15.76,,,Alice Martin,Appel d'offres ouvert,Haute,Faible
467,311,Remplacement du chauffage,2025-10-16,,2026-03-20,Planned,228452.76,,,11019.69,Fonds vert,Groupe Martin,30.5,,,Nicolas Leroy,Appel d'offres ouvert,Haute,Élevé
468,272,Isolation thermique,2024-07-18,2024-11-04,2024-09-22,Completed,1958132.35,2064643.26,5.44,541358.56,Union européenne,Bouygues Bâtiment,22.46,19.89,198266.05,Karim Diallo,MAPA,Moyenne,Élevé
469,357,Remplacement du chauffage,2025-03-02,,2025-07-17,In Progress,1448084.64,537344.98,-62.89,104332.52,Fonds vert,Entreprise Durand,23.39,,,Sophie Bernard,MAPA,Haute,Élevé
470,443,Installation photovoltaïque,2022-09-17,2022-11-28,2022-12-06,Completed,680885.88,720664.2,5.84,90602.71,ADEME,Groupe Martin,7.05,11.19,,Alice Martin,Accord-cadre,Moyenne,Élevé
471,406,Isolation thermique,2023-02-25,2024-01-22,2023-12-01,Completed,2312347.39,2170979.72,-6.11,980344.97,Région,SPIE Building Solutions,31.35,27.17,,Emma Robert,Accord-cadre,Haute,Faible
472,445,Éclairage LED,2022-06-12,2023-01-10,2022-11-23,Completed,504914.43,541601.36,7.27,94547.39,Fonds vert,Bouygues Bâtiment,8.49,7.17,27365.09,Emma Robert,MAPA,Haute,Faible
473,122,Remplacement des menuiseries,2025-08-10,2026-05-06,2026-05-02,Completed,455042.18,454104.06,-0.21,157846.69,Autofinancement,Entreprise Durand,13.31,17.58,55284.2,Nicolas Leroy,Accord-cadre,Basse,Faible
474,129,Isolation thermique,2022-07-16,2023-05-02,2023-04-09,Completed,855553.37,794469.74,-7.14,312229.98,Région,Léon Grosse,28.2,26.2,74836.66,Jean Dupont,MAPA,Moyenne,Moyen
475,411,Remplacement du chauffage,2025-04-14,2025-11-22,2025-12-09,Completed,2023578.91,2051438.23,1.38,1086589.43,Autofinancement,Eiffage Énergie,26.2,13.34,29857.46,Jean Dupont,Appel d'offres ouvert,Haute,Élevé
476,421,Rénovation de toiture,2025-04-21,,2025-08-20,Planned,161417.42,,,9679.3,Fonds vert,Eiffage Énergie,8.56,,,Emma Robert,Accord-cadre,Basse,Faible
477,360,Remplacement du chauffage,2016-03-12,2016-10-02,2016-09-25,Completed,572779.95,565591.05,-1.26,234406.4,Fonds vert,Bouygues Bâtiment,12.07,27.81,67243.21,Alice Martin,MAPA,Haute,Moyen
478,490,Remplacement des menuiseries,2025-05-05,,2026-02-04,In Progress,593100.29,301925.4,-49.09,81901.74,Autofinancement,Eiffage Énergie,10.3,,,Jean Dupont,Accord-cadre,Moyenne,Faible
479,18,Remplacement du chauffage,2017-08-04,2018-02-06,2018-01-25,Completed,1428870.09,1622369.76,13.54,244949.4,Autofinancement,SPIE Building Solutions,12.59,25.06,199668.84,Nicolas Leroy,Appel d'offres ouvert,Haute,Moyen
480,167,Installation photovoltaïque,2025-06-07,2026-03-09,2026-03-09,Completed,1446126.87,1408236.28,-2.62,450850.95,Département,Eiffage Énergie,5.36,8.95,99810.03,Emma Robert,Appel d'offres ouvert,Haute,Moyen
481,46,Remplacement des menuiseries,2025-09-19,,2025-11-06,Planned,512602.97,,,241874.05,Union européenne,Groupe Martin,12.46,,,Karim Diallo,MAPA,Critique,Faible
482,152,Isolation thermique,2025-03-04,,2025-06-12,Planned,613801.71,,,113639.14,Département,Bouygues Bâtiment,17.36,,,Jean Dupont,Appel d'offres ouvert,Moyenne,Élevé
483,394,Remplacement des menuiseries,2019-02-18,2019-09-26,2019-08-19,Completed,2643927.53,2992900.01,13.2,892621.53,Union européenne,Engie Solutions,12.04,23.41,332149.99,Alice Martin,Appel d'offres ouvert,Haute,Élevé
484,443,Remplacement du chauffage,2024-05-02,2024-10-24,2024-10-11,Completed,1067960.1,1182692.79,10.74,295731.43,Union européenne,Engie Solutions,28.49,19.9,,Nicolas Leroy,MAPA,Moyenne,Élevé
485,194,Éclairage LED,2025-04-04,,2025-10-10,In Progress,277882.47,194833.38,-29.89,26454.11,ADEME,Léon Grosse,4.61,,,Emma Robert,Marché négocié,Moyenne,Élevé
486,255,Rénovation de toiture,2025-03-05,2025-10-30,2025-11-04,Completed,380377.81,433010.45,13.84,189055.05,Fonds vert,Léon Grosse,13.85,5.75,5532.84,Alice Martin,MAPA,Haute,Faible
487,212,Ventilation double flux,2025-03-03,,2025-05-05,Planned,987778.0,,,53725.48,Fonds vert,Groupe Martin,14.46,,,Jean Dupont,Marché négocié,Critique,Faible
488,137,Remplacement du chauffage,2025-04-22,2026-01-08,2026-01-06,Completed,1065088.4,1124580.4,5.59,546421.75,ADEME,Groupe Martin,15.04,17.23,212835.77,Alice Martin,Marché négocié,Moyenne,Faible
489,203,Éclairage LED,2022-04-03,2022-10-21,2022-10-24,Completed,339438.77,391999.74,15.48,26683.8,Fonds vert,Eiffage Énergie,6.3,3.11,3045.02,Sophie Bernard,MAPA,Moyenne,Faible
490,100,Isolation thermique,2025-06-01,2025-09-01,2025-09-15,Completed,1302720.23,1219173.33,-6.41,301798.58,Union européenne,Engie Solutions,33.2,27.02,,Jean Dupont,Marché négocié,Critique,Moyen
491,273,Remplacement des menuiseries,2017-11-24,2018-07-12,2018-07-20,Completed,824056.54,921473.89,11.82,120294.74,Région,Léon Grosse,15.58,18.13,146720.71,Nicolas Leroy,Marché négocié,Moyenne,Élevé
492,26,Éclairage LED,2015-10-02,2016-02-07,2016-02-12,Completed,191948.78,211513.77,10.19,93259.76,Autofinancement,Bouygues Bâtiment,10.39,10.94,31988.71,Nicolas Leroy,Appel d'offres ouvert,Haute,Faible
493,223,Remplacement des menuiseries,2025-07-21,2026-03-15,2026-02-01,Completed,485670.41,530739.02,9.28,20092.12,Autofinancement,Léon Grosse,11.43,12.58,42888.64,Nicolas Leroy,Accord-cadre,Critique,Élevé
494,257,Remplacement du chauffage,2025-05-23,2025-10-12,2025-09-28,Completed,902414.28,847109.57,-6.13,351618.77,ADEME,Engie Solutions,28.26,31.73,268104.36,Jean Dupont,MAPA,Haute,Élevé
495,147,Rénovation de toiture,2015-07-17,2016-04-05,2016-04-04,Completed,144669.02,136054.81,-5.95,58448.57,ADEME,Eiffage Énergie,7.91,13.63,28597.92,Karim Diallo,Accord-cadre,Moyenne,Élevé
496,421,Remplacement des menuiseries,2025-12-15,2026-07-22,2026-06-22,Completed,56393.64,63431.25,12.48,32111.95,Autofinancement,Groupe Martin,14.92,19.14,34297.62,Karim Diallo,Appel d'offres ouvert,Haute,Élevé
497,230,Remplacement du chauffage,2016-09-08,2017-03-23,2017-01-31,Completed,536641.42,490811.63,-8.54,261142.71,Département,SPIE Building Solutions,13.43,16.7,,Alice Martin,Appel d'offres ouvert,Moyenne,Élevé
498,372,Remplacement des menuiseries,2021-10-16,2021-12-07,2022-01-20,Cancelled,339033.67,39863.15,-88.24,2382.08,Union européenne,Groupe Martin,14.6,,,Sophie Bernard,MAPA,Critique,Faible
499,481,Isolation thermique,2021-06-24,2022-01-12,2021-12-17,Completed,967560.19,988240.2,2.14,251000.96,Autofinancement,Entreprise Durand,18.28,34.44,199037.07,Alice Martin,Appel d'offres ouvert,Critique,Faible
500,136,Éclairage LED,2023-11-03,2024-03-11,2024-02-27,Completed,153725.77,165235.68,7.49,1735.18,Région,Léon Grosse,7.92,8.18,59956.91,Nicolas Leroy,MAPA,Moyenne,Élevé
501,168,Isolation thermique,2022-03-24,2022-12-27,2022-12-29,Completed,1075498.45,1241181.12,15.41,43383.57,Région,Bouygues Bâtiment,23.17,21.99,179014.41,Nicolas Leroy,Marché négocié,Haute,Élevé
502,402,Éclairage LED,2025-06-15,2025-11-26,2025-11-05,Completed,161185.17,185370.95,15.0,81144.49,ADEME,Groupe Martin,3.16,11.55,18287.1,Sophie Bernard,Appel d'offres ouvert,Critique,Faible
503,74,Isolation thermique,2025-09-18,,2026-05-29,In Progress,728147.19,400592.7,-44.98,70166.95,ADEME,Eiffage Énergie,15.37,,,Jean Dupont,Accord-cadre,Basse,Élevé
504,73,Remplacement du chauffage,2022-04-23,2022-10-12,2022-10-16,Completed,571330.6,540484.26,-5.4,216780.48,Autofinancement,Eiffage Énergie,26.32,32.49,,Emma Robert,MAPA,Moyenne,Élevé
505,415,Ventilation double flux,2025-08-23,,2025-10-23,Planned,252050.86,,,73587.19,Département,Entreprise Durand,10.01,,,Karim Diallo,Accord-cadre,Moyenne,Élevé
506,34,Remplacement du chauffage,2024-07-12,2024-11-03,2024-10-10,Completed,1137443.27,1075414.96,-5.45,13896.69,Autofinancement,Bouygues Bâtiment,12.51,15.75,,Jean Dupont,Accord-cadre,Critique,Faible
