building_id,building_name,building_type,address,city,postal_code,construction_year,surface_m2,number_of_floors,heating_type,annual_energy_consumption_kwh,energy_intensity_kwh_m2_year,dpe_rating,co2_emissions_kg_year,insulation_quality,occupancy_rate,number_of_occupants,has_solar_panels,last_energy_audit_year,accessibility_status,asbestos_risk,heritage_status,latitude,longitude
383,EHPAD municipale 383,EHPAD,203 rue Jean Jaurès,Rennes,35000,1979,3710.82,4,Pompe à chaleur,369449.24,99.56,,14777.97,Moyenne,0.9883,1667,True,2016,Conforme,False,Non protégé,48.078174,-1.694933
384,École municipale 384,École,69 rue Victor Hugo,Rennes,35000,1951,4682.69,3,Fioul,1738120.87,371.18,F,469292.63,Faible,0.6063,630,False,2025,Conforme,False,Non protégé,48.074834,-1.715378
385,EHPAD municipale 385,EHPAD,44 rue des Écoles,Paris,75000,1963,3714.5,3,Pompe à chaleur,614824.04,165.52,E,24592.96,Faible,0.9342,1577,False,2017,Travaux requis,False,Non protégé,48.81022,2.394425
386,Gymnase municipale 386,Gymnase,136 rue des Écoles,Bordeaux,33000,1930,2869.67,2,Gaz,,,F,,Faible,0.5589,213,False,,Partiellement conforme,True,Classé,44.851786,-0.582298
387,Gymnase municipale 387,Gymnase,191 rue de la République,Toulouse,31000,1991,3036.9,2,Pompe à chaleur,350215.31,115.32,,14008.61,Moyenne,0.5335,216,False,2015,Partiellement conforme,True,Non protégé,43.58341,1.402575
388,Crèche municipale 388,Crèche,66 rue des Écoles,Nantes,44000,2002,1793.07,1,Pompe à chaleur,109682.09,61.17,D,4387.28,Bonne,0.9242,207,False,2019,Travaux requis,False,Non protégé,47.24088,-1.565823
389,EHPAD municipale 389,EHPAD,168 rue Pasteur,Rennes,35000,1974,3029.57,2,Électrique,707949.92,233.68,G,42477.0,Faible,0.8024,1104,False,2015,Partiellement conforme,True,Non protégé,48.130954,-1.67286
390,École municipale 390,École,83 rue des Écoles,Marseille,13000,1909,4064.83,4,Biomasse,727807.81,179.05,F,21834.23,Bonne,0.7926,715,False,2025,Travaux requis,False,Non protégé,43.340822,5.412154
391,Crèche municipale 391,Crèche,211 rue des Écoles,Strasbourg,67000,1967,1042.2,1,Gaz,198278.55,190.25,G,39655.71,Bonne,0.7634,99,False,2018,Partiellement conforme,False,Non protégé,48.587042,7.753569
392,Gymnase municipale 392,Gymnase,87 rue Pasteur,Lyon,69000,1986,3515.17,2,Gaz,649181.6,184.68,F,129836.32,Moyenne,0.4128,193,False,2017,Conforme,False,Non protégé,45.791659,4.832787
393,EHPAD municipale 393,EHPAD,131 rue des Écoles,Montpellier,34000,1970,5970.07,5,Électrique,1285654.57,215.35,F,77139.27,Faible,0.9556,2593,False,2017,Partiellement conforme,False,Non protégé,43.562499,3.857639
394,EHPAD municipale 394,EHPAD,162 rue Pasteur,Lyon,69000,1937,7767.22,7,Pompe à chaleur,1418838.08,182.67,G,56753.52,Faible,0.7787,2749,False,2020,Conforme,False,Classé,45.788875,4.861206
395,École municipale 395,École,184 rue des Écoles,Lille,59000,1944,1019.26,1,Électrique,265354.15,260.34,F,15921.25,Faible,0.7345,166,False,2023,Travaux requis,False,Non protégé,50.631059,3.0119
396,Crèche municipale 396,Crèche,213 rue Pasteur,Montpellier,34000,1935,1401.44,1,Électrique,274612.17,195.95,F,16476.73,Très bonne,0.9738,170,True,2017,Conforme,False,Non protégé,43.616227,3.833015
397,Mairie municipale 397,Mairie,126 rue Jean Jaurès,Lille,59000,1923,745.9,1,Électrique,260759.18,349.59,F,15645.55,Faible,0.4945,97,False,2019,Partiellement conforme,False,Non protégé,50.658441,3.015126
398,Mairie municipale 398,Mairie,166 rue Victor Hugo,Rennes,35000,1941,2792.34,2,Gaz,757366.38,271.23,F,151473.28,Faible,0.622,457,False,2019,Conforme,False,Non protégé,48.072452,-1.725449
399,Crèche municipale 399,Crèche,68 rue de la République,Marseille,13000,1987,784.61,1,Gaz,134286.0,171.15,E,26857.2,Moyenne,0.78,76,True,2019,Conforme,False,Non protégé,43.307883,5.339793
400,Bibliothèque municipale 400,Bibliothèque,207 rue des Écoles,Strasbourg,67000,1949,1869.63,1,Gaz,346255.48,185.2,F,69251.1,Très bonne,0.7633,285,True,2022,Partiellement conforme,True,Non protégé,48.571055,7.736534
401,Bibliothèque municipale 401,Bibliothèque,139 rue de la République,Marseille,13000,1943,1830.04,1,Gaz,481995.94,263.38,F,96399.19,Faible,0.869,318,False,2015,Partiellement conforme,False,Non protégé,43.247174,5.323651
402,Crèche municipale 402,Crèche,174 rue Pasteur,Lyon,69000,1983,995.66,1,Gaz,158329.85,159.02,F,31665.97,Moyenne,0.8518,106,False,2018,Partiellement conforme,False,Non protégé,45.727181,4.791626
403,École municipale 403,École,48 rue Victor Hugo,Dijon,21000,2016,5384.18,3,Réseau urbain,212836.64,39.53,B,21283.66,Très bonne,0.7194,860,False,2018,Conforme,False,Non protégé,47.320367,5.027158
404,Crèche municipale 404,Crèche,40 rue des Écoles,Lille,59000,1951,1433.37,1,Réseau urbain,,,G,,Faible,0.6816,122,False,,Partiellement conforme,False,Non protégé,50.674824,3.062849
405,EHPAD municipale 405,EHPAD,28 rue de la République,Nantes,44000,1929,3337.04,3,Gaz,1238775.99,371.22,F,247755.2,Faible,0.9988,1515,False,2024,Travaux requis,False,Non protégé,47.210693,-1.586733
406,EHPAD municipale 406,EHPAD,151 rue Victor Hugo,Nantes,44000,1930,8677.57,7,Réseau urbain,,,G,,Faible,0.8656,3414,False,,Partiellement conforme,True,Non protégé,47.251013,-1.587486
407,Crèche municipale 407,Crèche,122 rue Jean Jaurès,Bordeaux,33000,1996,1619.86,1,Gaz,207423.07,128.05,D,41484.61,Moyenne,0.8429,170,False,2017,Conforme,False,Non protégé,44.882658,-0.6054
408,École municipale 408,École,24 rue de la République,Lille,59000,1902,1443.85,1,Réseau urbain,431379.06,298.77,G,43137.91,Faible,0.8622,276,False,2017,Conforme,True,Non protégé,50.602436,3.056193
409,EHPAD municipale 409,EHPAD,64 rue Pasteur,Marseille,13000,2013,6642.11,6,Gaz,272392.93,41.01,A,54478.59,Très bonne,0.864,2608,False,2017,Partiellement conforme,False,Non protégé,43.277358,5.327356
410,Mairie municipale 410,Mairie,182 rue Jean Jaurès,Lille,59000,1979,1692.89,1,Gaz,396085.47,233.97,F,79217.09,Moyenne,0.9298,414,False,2016,Partiellement conforme,False,Non protégé,50.585357,3.030998
411,École municipale 411,École,40 rue Victor Hugo,Grenoble,38000,2020,4528.0,4,Gaz,223819.04,49.43,A,44763.81,Très bonne,0.8165,821,False,2025,Conforme,False,Non protégé,45.192772,5.67583
412,Crèche municipale 412,Crèche,67 rue Pasteur,Nantes,44000,1970,1431.31,1,Fioul,307946.35,215.15,F,83145.51,Bonne,0.8297,148,False,2020,Conforme,False,Non protégé,47.186749,-1.582533
413,Mairie municipale 413,Mairie,219 rue des Écoles,Strasbourg,67000,1986,2630.42,2,Gaz,420130.68,159.72,E,84026.14,Moyenne,0.6604,457,False,2023,Conforme,False,Non protégé,48.549346,7.710145
414,École municipale 414,École,112 rue Pasteur,Montpellier,34000,1956,2202.41,2,Pompe à chaleur,339699.72,154.24,F,13587.99,Faible,0.7023,343,False,2019,Conforme,False,Non protégé,43.619308,3.862261
415,École municipale 415,École,103 rue des Écoles,Lyon,69000,1928,1615.39,1,Pompe à chaleur,373462.01,231.19,G,14938.48,Faible,0.8683,311,False,2023,Partiellement conforme,False,Non protégé,45.735375,4.798082
416,EHPAD municipale 416,EHPAD,13 rue Victor Hugo,Strasbourg,67000,2013,4397.6,4,Pompe à chaleur,153916.0,35,A,6156.64,Très bonne,0.9366,1872,False,2015,Partiellement conforme,False,Non protégé,48.578366,7.732019
417,EHPAD municipale 417,EHPAD,42 rue Victor Hugo,Dijon,21000,1983,2164.92,1,Réseau urbain,352167.54,162.67,F,35216.75,Moyenne,0.9123,897,False,2024,Partiellement conforme,False,Non protégé,47.316028,5.077421
418,Bibliothèque municipale 418,Bibliothèque,12 rue Victor Hugo,Bordeaux,33000,1966,3368.45,3,Réseau urbain,784983.59,233.04,E,78498.36,Faible,0.7329,493,False,2016,Conforme,False,Non protégé,44.858779,-0.629099
419,École municipale 419,École,7 rue Pasteur,Marseille,13000,1945,4637.01,4,Gaz,1421058.08,306.46,G,284211.62,Faible,0.8417,867,False,2025,Conforme,True,Non protégé,43.344652,5.417719
420,École municipale 420,École,48 rue de la République,Marseille,13000,1968,964.19,1,Pompe à chaleur,184324.2,191.17,G,7372.97,Faible,0.8983,192,False,2025,Conforme,False,Non protégé,43.327599,5.376649
421,Crèche municipale 421,Crèche,28 rue Jean Jaurès,Lille,59000,1965,559.42,1,Fioul,179193.41,320.32,E,48382.22,Faible,1.0,69,False,2018,Conforme,False,Non protégé,50.587015,3.066947
422,Gymnase municipale 422,Gymnase,129 rue de la République,Marseille,13000,1940,3021.74,2,Réseau urbain,,,F,,Faible,0.35,141,False,,Conforme,False,Classé,43.331281,5.355844
423,Mairie municipale 423,Mairie,157 rue Jean Jaurès,Strasbourg,67000,1942,878.81,1,Gaz,,,G,,Faible,0.7035,162,False,,Conforme,False,Non protégé,48.617787,7.73453
424,Gymnase municipale 424,Gymnase,119 rue des Écoles,Strasbourg,67000,1958,1202.45,1,Pompe à chaleur,,,E,,Moyenne,0.6976,111,False,,Travaux requis,False,Non protégé,48.572496,7.760892
425,École municipale 425,École,29 rue Pasteur,Marseille,13000,1941,5543.44,3,Pompe à chaleur,1090671.82,196.75,F,43626.87,Faible,0.7988,984,False,2024,Partiellement conforme,False,Non protégé,43.263294,5.392135
426,EHPAD municipale 426,EHPAD,141 rue Jean Jaurès,Dijon,21000,1978,7911.95,7,Électrique,1349857.79,170.61,,80991.47,Moyenne,1.0,3596,False,2017,Travaux requis,True,Non protégé,47.363564,5.016885
427,École municipale 427,École,59 rue de la République,Paris,75000,1933,2405.67,3,Pompe à chaleur,603991.57,251.07,F,24159.66,Faible,0.698,373,False,2018,Partiellement conforme,False,Non protégé,48.855606,2.369619
428,EHPAD municipale 428,EHPAD,63 rue Jean Jaurès,Lyon,69000,2001,3780.44,4,Gaz,397362.05,105.11,D,79472.41,Bonne,0.9315,1600,False,2015,Partiellement conforme,False,Non protégé,45.795463,4.837211
429,Crèche municipale 429,Crèche,204 rue Pasteur,Strasbourg,67000,1929,512.8,1,Pompe à chaleur,111436.57,217.31,F,4457.46,Faible,0.6243,40,False,2024,Partiellement conforme,False,Non protégé,48.584525,7.79825
430,École municipale 430,École,149 rue Victor Hugo,Rennes,35000,1958,1588.2,1,Fioul,452779.94,285.09,E,122250.58,Faible,0.7025,247,False,2024,Conforme,True,Non protégé,48.126628,-1.7195
431,Crèche municipale 431,Crèche,174 rue de la République,Bordeaux,33000,1927,957.0,1,Pompe à chaleur,,,F,,Faible,0.7419,88,False,,Travaux requis,False,Non protégé,44.875228,-0.616279
432,EHPAD municipale 432,EHPAD,155 rue Pasteur,Lille,59000,1990,5011.03,5,Pompe à chaleur,553969.37,110.55,D,22158.77,Moyenne,0.9304,2119,False,2015,Partiellement conforme,True,Non protégé,50.598233,3.066204
433,Crèche municipale 433,Crèche,208 rue Victor Hugo,Grenoble,38000,1992,1036.42,1,Pompe à chaleur,86395.97,83.36,E,3455.84,Moyenne,0.7651,99,True,2018,Travaux requis,False,Non protégé,45.220504,5.69734
434,Bibliothèque municipale 434,Bibliothèque,52 rue Victor Hugo,Toulouse,31000,1958,2836.93,2,Réseau urbain,638649.68,225.12,E,63864.97,Faible,0.7467,423,False,2016,Partiellement conforme,False,Non protégé,43.604889,1.456675
435,École municipale 435,École,82 rue de la République,Lille,59000,1966,5646.21,4,Biomasse,1040427.12,184.27,G,31212.81,Faible,0.703,882,False,2025,Travaux requis,True,Non protégé,50.653741,3.063026
436,Crèche municipale 436,Crèche,83 rue de la République,Lille,59000,1969,564.01,1,Gaz,,,E,,Faible,1.0,70,False,,Conforme,False,Non protégé,50.669094,3.107192
437,École municipale 437,École,60 rue de la République,Lille,59000,1978,2765.37,2,Réseau urbain,464499.2,167.97,D,46449.92,Moyenne,0.4784,293,False,2024,Partiellement conforme,False,Non protégé,50.666384,3.03871
438,Gymnase municipale 438,Gymnase,20 rue de la République,Strasbourg,67000,2006,4743.52,3,Réseau urbain,280009.99,59.03,B,28001.0,Bonne,0.5285,334,False,2023,Conforme,False,Non protégé,48.541355,7.777321
439,École municipale 439,École,199 rue de la République,Nantes,44000,1910,4473.97,3,Gaz,1801667.72,402.7,G,360333.54,Faible,0.7946,790,False,2019,Travaux requis,False,Non protégé,47.244337,-1.593402
440,Crèche municipale 440,Crèche,196 rue de la République,Dijon,21000,1986,790.17,1,Pompe à chaleur,118241.04,149.64,E,4729.64,Moyenne,0.8762,86,False,2022,Partiellement conforme,False,Non protégé,47.308554,5.081452
441,Bibliothèque municipale 441,Bibliothèque,86 rue de la République,Strasbourg,67000,2020,2767.71,2,Réseau urbain,96869.85,35,,9686.99,Très bonne,0.8308,459,False,2022,Partiellement conforme,False,Non protégé,48.527917,7.759431
442,EHPAD municipale 442,EHPAD,204 rue Jean Jaurès,Grenoble,38000,1998,4205.0,3,Biomasse,507249.15,120.63,E,15217.47,Moyenne,0.8348,1595,False,2016,Partiellement conforme,False,Non protégé,45.15126,5.765483
443,École municipale 443,École,142 rue Pasteur,Montpellier,34000,1900,2345.23,2,Fioul,,,F,,Faible,0.8425,439,False,,Conforme,True,Non protégé,43.567231,3.835644
444,Gymnase municipale 444,Gymnase,127 rue Pasteur,Strasbourg,67000,2011,6560.58,6,Biomasse,428799.51,65.36,B,12863.99,Bonne,0.402,351,True,2025,Conforme,False,Non protégé,48.540806,7.705743
445,École municipale 445,École,55 rue des Écoles,Marseille,13000,1980,3301.28,3,Réseau urbain,381660.98,115.61,F,38166.1,Moyenne,0.8543,626,False,2025,Travaux requis,False,Non protégé,43.272126,5.379323
446,Mairie municipale 446,Mairie,87 rue Victor Hugo,Toulouse,31000,1944,2725.3,2,Gaz,1098595.68,403.11,F,219719.14,Faible,0.8246,591,False,2015,Conforme,True,Non protégé,43.611346,1.487437
447,Bibliothèque municipale 447,Bibliothèque,37 rue Pasteur,Paris,75000,1909,1278.16,1,Gaz,,,F,,Faible,0.6137,156,False,,Partiellement conforme,False,Non protégé,48.806666,2.392142
448,EHPAD municipale 448,EHPAD,217 rue Victor Hugo,Nantes,44000,1959,8764.94,5,Électrique,1850892.38,211.17,E,111053.54,Faible,0.9342,3721,False,2020,Conforme,False,Non protégé,47.181702,-1.512632
449,Gymnase municipale 449,Gymnase,136 rue Victor Hugo,Rennes,35000,1902,5192.65,3,Électrique,,,F,,Très bonne,0.427,295,False,,Conforme,True,Non protégé,48.069459,-1.667565
450,Mairie municipale 450,Mairie,10 rue Jean Jaurès,Lille,59000,1935,1576.43,1,Réseau urbain,230316.42,146.1,F,23031.64,Très bonne,0.5993,248,False,2019,Conforme,False,Inscrit,50.587796,3.080536
451,École municipale 451,École,46 rue des Écoles,Marseille,13000,1906,2149.38,2,Pompe à chaleur,462073.71,214.98,F,18482.95,Faible,0.7916,378,True,2020,Conforme,True,Non protégé,43.317597,5.372242
452,Mairie municipale 452,Mairie,137 rue de la République,Nantes,44000,1918,815.65,1,Pompe à chaleur,191196.52,234.41,G,7647.86,Faible,0.7587,162,False,2021,Conforme,True,Non protégé,47.238709,-1.542379
453,Crèche municipale 453,Crèche,91 rue Pasteur,Strasbourg,67000,1979,1466.85,1,Électrique,171210.73,116.72,,10272.64,Très bonne,0.7996,146,False,2015,Partiellement conforme,False,Non protégé,48.603395,7.726252
454,Gymnase municipale 454,Gymnase,215 rue de la République,Toulouse,31000,1952,1650.59,2,Électrique,344940.3,208.98,G,20696.42,Faible,0.662,145,False,2025,Partiellement conforme,False,Non protégé,43.629305,1.424834
455,Crèche municipale 455,Crèche,82 rue Pasteur,Rennes,35000,1918,1347.47,1,Réseau urbain,174200.92,129.28,G,17420.09,Très bonne,0.9007,151,False,2021,Partiellement conforme,True,Non protégé,48.153273,-1.700113
456,Mairie municipale 456,Mairie,156 rue Pasteur,Paris,75000,1977,1965.35,1,Électrique,344525.85,175.3,E,20671.55,Moyenne,0.6598,341,False,2022,Conforme,True,Non protégé,48.859659,2.348336
457,École municipale 457,École,168 rue Pasteur,Grenoble,38000,1976,1289.74,1,Réseau urbain,187334.74,145.25,F,18733.47,Moyenne,0.6776,194,False,2017,Conforme,True,Non protégé,45.208072,5.748231
458,Gymnase municipale 458,Gymnase,93 rue des Écoles,Dijon,21000,1936,4645.24,5,Gaz,,,F,,Faible,0.4292,265,False,,Travaux requis,True,Classé,47.300311,5.05425
459,Gymnase municipale 459,Gymnase,108 rue Pasteur,Lyon,69000,1978,3967.73,4,Gaz,762319.96,192.13,,152463.99,Moyenne,0.6496,343,False,2019,Partiellement conforme,False,Non protégé,45.808637,4.844867
460,Crèche municipale 460,Crèche,90 rue Pasteur,Paris,75000,1951,1114.83,1,Réseau urbain,268038.58,240.43,F,26803.86,Faible,0.8739,121,False,2020,Conforme,False,Non protégé,48.905706,2.359828
461,Bibliothèque municipale 461,Bibliothèque,62 rue des Écoles,Bordeaux,33000,1977,4419.08,5,Gaz,626095.25,141.68,E,125219.05,Moyenne,0.5796,512,False,2019,Partiellement conforme,True,Non protégé,44.876525,-0.623946
462,Crèche municipale 462,Crèche,51 rue Jean Jaurès,Strasbourg,67000,2000,836.62,1,Gaz,118967.36,142.2,D,23793.47,Moyenne,0.9365,97,False,2025,Partiellement conforme,False,Non protégé,48.578652,7.798269
463,EHPAD municipale 463,EHPAD,77 rue des Écoles,Paris,75000,1963,8021.58,7,Pompe à chaleur,1353721.84,168.76,E,54148.87,Faible,0.8457,3083,True,2024,Partiellement conforme,False,Non protégé,48.8947,2.302954
464,Mairie municipale 464,Mairie,84 rue des Écoles,Marseille,13000,1974,3488.79,2,Fioul,1160545.99,332.65,E,313347.42,Faible,0.7625,700,False,2023,Conforme,True,Non protégé,43.345443,5.360621
465,EHPAD municipale 465,EHPAD,9 rue Jean Jaurès,Bordeaux,33000,1907,3139.07,2,Gaz,1044619.71,332.78,F,208923.94,Faible,0.8745,1247,False,2019,Partiellement conforme,False,Non protégé,44.865944,-0.559025
466,EHPAD municipale 466,EHPAD,199 rue Victor Hugo,Rennes,35000,1948,6204.55,4,Électrique,1994762.82,321.5,F,119685.77,Faible,0.7242,2042,False,2015,Conforme,True,Non protégé,48.166579,-1.640941
467,École municipale 467,École,195 rue de la République,Grenoble,38000,1901,4914.18,3,Gaz,1454204.15,295.92,G,290840.83,Faible,0.777,848,False,2025,Partiellement conforme,False,Non protégé,45.14709,5.70671
468,Gymnase municipale 468,Gymnase,196 rue de la République,Paris,75000,1996,6336.36,4,Gaz,1197445.31,188.98,C,239489.06,Moyenne,0.5595,472,False,2023,Conforme,True,Non protégé,48.820313,2.33916
469,École municipale 469,École,169 rue des Écoles,Bordeaux,33000,1991,1071.73,1,Gaz,156172.5,145.72,D,31234.5,Moyenne,0.7027,167,False,2021,Partiellement conforme,False,Non protégé,44.821012,-0.583713
470,École municipale 470,École,187 rue Pasteur,Lille,59000,1901,2874.51,2,Électrique,458398.11,159.47,F,27503.89,Très bonne,0.6793,433,False,2018,Partiellement conforme,False,Non protégé,50.651217,3.085971
471,Gymnase municipale 471,Gymnase,106 rue Jean Jaurès,Lyon,69000,1964,2255.46,2,Électrique,735460.4,326.08,E,44127.62,Faible,0.4743,142,False,2025,Conforme,True,Non protégé,45.71493,4.864082
472,EHPAD municipale 472,EHPAD,110 rue de la République,Bordeaux,33000,2010,8122.7,6,Électrique,836719.33,103.01,D,50203.16,Bonne,0.9596,3542,False,2023,Conforme,False,Non protégé,44.844354,-0.552022
473,École municipale 473,École,57 rue Pasteur,Strasbourg,67000,1901,4332.58,4,Gaz,1662800.88,383.79,F,332560.18,Faible,0.5829,561,True,2015,Partiellement conforme,False,Inscrit,48.556826,7.730582
474,École municipale 474,École,19 rue Victor Hugo,Rennes,35000,1998,3210.55,2,Réseau urbain,347124.67,108.12,D,34712.47,Moyenne,0.7502,535,False,2024,Conforme,False,Non protégé,48.161894,-1.653431
475,Crèche municipale 475,Crèche,66 rue Pasteur,Rennes,35000,1996,1122.87,1,Gaz,120248.15,107.09,C,24049.63,Très bonne,0.8086,113,False,2022,Travaux requis,False,Non protégé,48.071707,-1.643836
476,École municipale 476,École,110 rue Victor Hugo,Lille,59000,2016,1995.42,1,Gaz,69839.7,35,B,13967.94,Très bonne,0.7942,352,False,2023,Conforme,False,Non protégé,50.64918,3.054772
477,EHPAD municipale 477,EHPAD,205 rue Jean Jaurès,Nantes,44000,1907,3847.26,3,Gaz,1335153.11,347.04,G,267030.62,Faible,1.0,1748,False,2021,Partiellement conforme,False,Non protégé,47.207137,-1.543161
478,Gymnase municipale 478,Gymnase,142 rue Jean Jaurès,Strasbourg,67000,1965,4600.26,3,Pompe à chaleur,940063.13,204.35,E,37602.53,Faible,0.589,361,False,2015,Conforme,True,Non protégé,48.581433,7.788268
479,Bibliothèque municipale 479,Bibliothèque,85 rue Pasteur,Nantes,44000,2013,2233.49,2,Électrique,105532.4,47.25,,6331.94,Très bonne,0.7453,332,False,2017,Conforme,False,Non protégé,47.218164,-1.602741
480,Bibliothèque municipale 480,Bibliothèque,60 rue Pasteur,Grenoble,38000,1905,1438.43,2,Électrique,471071.44,327.49,F,28264.29,Faible,0.8242,237,False,2020,Conforme,False,Non protégé,45.217472,5.722747
481,École municipale 481,École,211 rue Victor Hugo,Marseille,13000,1926,2024.82,2,Gaz,577924.12,285.42,G,115584.82,Faible,0.6039,271,False,2024,Partiellement conforme,False,Non protégé,43.336052,5.320873
482,Gymnase municipale 482,Gymnase,179 rue de la République,Grenoble,38000,1967,1512.98,1,Pompe à chaleur,294289.74,194.51,E,11771.59,Faible,0.5972,120,False,2025,Conforme,False,Non protégé,45.178241,5.747667
483,École municipale 483,École,117 rue Pasteur,Marseille,13000,2013,4078.78,3,Fioul,182974.07,44.86,C,49403.0,Très bonne,0.7785,705,False,2020,Conforme,False,Non protégé,43.293934,5.343614
484,Bibliothèque municipale 484,Bibliothèque,119 rue de la République,Dijon,21000,1977,969.02,1,Gaz,184181.63,190.07,D,36836.33,Moyenne,0.7656,148,False,2020,Travaux requis,False,Non protégé,47.323984,5.049358
485,Gymnase municipale 485,Gymnase,29 rue de la République,Marseille,13000,1954,2253.24,1,Pompe à chaleur,317796.97,141.04,,12711.88,Moyenne,0.4922,147,False,2024,Travaux requis,False,Non protégé,43.256276,5.368108
486,Gymnase municipale 486,Gymnase,52 rue Victor Hugo,Montpellier,34000,1955,5830.01,5,Biomasse,1322770.97,226.89,F,39683.13,Faible,0.4554,353,True,2023,Partiellement conforme,False,Non protégé,43.657797,3.854712
487,Bibliothèque municipale 487,Bibliothèque,219 rue de la République,Nantes,44000,1957,4230.68,4,Électrique,1182094.3,279.41,G,70925.66,Faible,0.8346,706,False,2019,Travaux requis,False,Non protégé,47.20972,-1.550452
488,École municipale 488,École,104 rue Victor Hugo,Paris,75000,2015,943.51,1,Réseau urbain,33022.85,35,B,3302.28,Très bonne,0.6938,145,False,2019,Partiellement conforme,False,Non protégé,48.832835,2.347421
489,École municipale 489,École,97 rue des Écoles,Lille,59000,1921,1377.42,1,Biomasse,370649.95,269.09,F,11119.5,Faible,0.707,216,False,2015,Conforme,False,Non protégé,50.612449,3.032121
490,Bibliothèque municipale 490,Bibliothèque,216 rue des Écoles,Paris,75000,1908,1688.63,2,Électrique,,,F,,Faible,0.6267,211,False,,Conforme,True,Non protégé,48.885658,2.383582
491,École municipale 491,École,109 rue Jean Jaurès,Lyon,69000,1991,5844.78,5,Électrique,690969.89,118.22,C,41458.19,Moyenne,0.8544,1109,False,2021,Partiellement conforme,True,Non protégé,45.767562,4.839754
492,Crèche municipale 492,Crèche,113 rue Pasteur,Paris,75000,1956,847.83,1,Gaz,314519.5,370.97,E,62903.9,Faible,0.8976,95,False,2019,Partiellement conforme,False,Non protégé,48.874299,2.327255
493,École municipale 493,École,27 rue de la République,Rennes,35000,1959,2699.9,2,Électrique,625350.84,231.62,,37521.05,Faible,0.6779,406,True,2017,Travaux requis,False,Non protégé,48.095268,-1.703008
494,École municipale 494,École,89 rue de la République,Lyon,69000,1922,2838.1,2,Gaz,962683.52,339.2,F,192536.7,Faible,0.7575,477,False,2018,Conforme,False,Non protégé,45.784491,4.884151
495,Bibliothèque municipale 495,Bibliothèque,35 rue Victor Hugo,Marseille,13000,2002,3154.54,3,Réseau urbain,282646.78,89.6,D,28264.68,Bonne,0.7872,496,False,2020,Partiellement conforme,False,Non protégé,43.251558,5.399745
496,Crèche municipale 496,Crèche,193 rue des Écoles,Bordeaux,33000,1995,477.84,1,Pompe à chaleur,44080.74,92.25,E,1763.23,Moyenne,0.8737,52,False,2021,Partiellement conforme,False,Non protégé,44.827043,-0.56753
497,Bibliothèque municipale 497,Bibliothèque,117 rue des Écoles,Dijon,21000,1959,1778.28,1,Gaz,522725.41,293.95,G,104545.08,Faible,0.6859,243,False,2024,Conforme,False,Non protégé,47.277431,5.033057
498,École municipale 498,École,120 rue des Écoles,Strasbourg,67000,1921,2393.4,2,Gaz,682382.27,285.11,G,136476.45,Faible,0.7517,399,True,2015,Conforme,False,Inscrit,48.551447,7.732036
499,Mairie municipale 499,Mairie,130 rue Jean Jaurès,Lyon,69000,1958,2383.67,2,Gaz,585786.9,245.75,F,117157.38,Faible,0.6997,438,False,2016,Partiellement conforme,False,Non protégé,45.718253,4.862216
500,Mairie municipale 500,Mairie,110 rue Jean Jaurès,Grenoble,38000,1906,3146.5,2,Réseau urbain,627223.31,199.34,F,62722.33,Moyenne,0.8857,733,False,2018,Conforme,True,Non protégé,45.202269,5.764132
